land_area_ha,families_affected,current_stage_index,days_in_current_stage,days_since_last_action,days_since_update,award_overdue,pending_approvals,pending_notifications,noc_pending_count,budget_released,has_legal_dispute,num_legal_cases,ownership_conflicts,compensation_pct,compensation_pending_months,rr_completion_pct,documentation_pct,stakeholder_response_pct,possession_pct,land_cost_cr,amount_paid_cr,project_value_cr,district_historical_delay_rate,prev_delayed_district,officer_responsiveness,funding_readiness,notice_delivery_pct,mutation_completion_pct,is_delayed,project_type_code,state_code
898.84,1561,4,163,80,10,0,8,1,3,0,1,7,1,71.0,3,97.4,68.1,51.7,89.2,40046.56,28433.06,363265.68,0.64,30,5.5,74.4,91.5,31.6,1,6,14
136.5,373,1,1039,539,350,0,2,5,8,0,0,0,1,60.6,26,47.6,60.8,12.7,8.5,3591.29,2176.32,53896.52,0.47,9,3.4,53.9,25.5,0.0,1,3,10
930.71,519,3,52,45,41,0,0,2,2,0,1,8,0,81.5,0,97.4,93.7,97.1,67.0,32342.99,26359.54,497154.72,0.56,11,4.5,58.3,78.9,0.0,0,8,0
679.72,1038,5,129,32,27,0,7,0,1,1,1,9,2,87.3,0,71.4,72.5,54.7,82.2,2563.6,2238.02,31961.19,0.42,15,6.8,65.2,66.8,81.6,0,6,3
1907.66,5000,2,10,47,50,0,7,1,4,1,1,1,1,96.7,0,85.1,64.4,49.3,56.8,80088.82,77445.89,1568356.92,0.55,6,5.0,62.2,72.1,0.0,1,11,6
1838.31,1495,3,798,429,221,0,9,5,2,0,1,6,2,57.2,23,3.6,44.5,31.1,4.0,36345.19,20789.45,292207.72,0.63,11,1.8,42.3,40.2,0.0,1,0,6
717.41,2192,3,166,80,33,0,8,0,3,1,0,0,0,89.5,0,65.9,79.9,61.9,54.8,14014.95,12543.38,91782.4,0.45,3,5.5,70.3,98.9,0.0,1,10,5
1932.21,5000,1,992,655,229,0,11,3,1,1,0,0,6,49.3,19,42.7,35.6,15.9,34.1,88146.15,43456.05,1157388.96,0.55,22,3.0,15.3,35.0,0.0,1,10,8
1786.2,3399,4,936,645,285,0,2,1,5,1,0,0,0,72.6,15,47.2,94.1,45.7,64.7,19191.32,13932.9,154042.18,0.62,26,3.6,33.0,26.3,91.1,1,1,6
1328.13,3152,2,57,85,3,0,12,3,3,1,0,0,2,59.0,17,79.9,87.1,45.8,46.9,27939.78,16484.47,272523.68,0.55,2,5.9,86.1,95.4,0.0,1,1,12
471.08,749,4,161,46,4,0,4,1,0,1,0,0,0,54.0,28,51.3,67.6,53.1,88.8,1502.56,811.38,5717.92,0.59,6,5.6,81.7,96.2,52.1,0,11,10
810.98,2764,3,763,189,243,0,12,2,8,1,1,10,2,47.0,7,44.6,15.4,37.2,9.9,12534.97,5891.44,122087.88,0.54,8,1.3,46.6,52.9,0.0,1,5,14
1021.06,1162,0,445,215,184,0,8,1,1,1,0,0,0,56.1,18,58.1,53.3,36.2,24.9,12086.07,6780.29,127890.57,0.67,13,4.3,50.7,24.8,0.0,1,12,13
858.92,1102,4,19,61,16,0,8,3,4,1,0,0,0,95.6,0,64.0,71.7,81.5,99.7,24375.24,23302.73,103722.89,0.51,11,6.4,86.8,77.8,92.4,0,8,10
1673.61,5000,0,388,219,206,0,4,4,1,0,1,14,0,61.4,12,38.3,35.4,32.4,20.8,21837.25,13408.07,353976.55,0.5,8,3.5,23.8,58.9,0.0,1,2,10
712.74,487,1,1098,130,339,0,8,3,4,1,1,11,3,53.5,23,1.2,43.2,29.1,19.8,9269.22,4959.03,135630.81,0.42,21,1.8,54.8,48.2,0.0,1,6,11
1361.99,5000,2,47,16,14,0,2,0,0,0,0,0,2,65.8,12,59.8,78.1,66.0,49.7,51224.94,33706.01,398112.94,0.64,30,5.5,88.8,98.2,0.0,1,13,1
1972.88,4051,3,1173,551,171,0,5,3,5,0,1,9,8,68.2,35,39.6,36.1,16.2,34.8,2472.49,1686.24,46670.74,0.61,30,3.0,33.4,45.5,0.0,1,2,6
222.0,128,4,163,86,20,0,1,2,2,1,0,0,2,63.2,8,67.0,89.5,67.4,85.5,5476.18,3460.95,28010.04,0.55,19,6.6,98.6,91.2,64.7,0,14,12
454.84,807,1,323,198,162,0,5,4,7,1,0,0,3,44.5,35,49.3,37.3,25.0,8.1,11397.34,5071.82,86207.31,0.35,2,3.5,28.3,28.2,0.0,1,9,7
1187.36,1887,3,621,466,74,0,4,1,7,0,0,0,8,39.4,32,11.9,17.1,24.7,28.7,53517.42,21085.86,342802.49,0.75,33,2.2,29.2,67.2,0.0,0,10,13
1623.37,3328,1,707,460,58,0,10,1,1,0,0,0,6,20.1,3,15.1,50.3,47.5,13.6,22995.0,4621.99,156722.76,0.68,16,2.1,18.8,60.2,0.0,1,10,14
1345.94,4470,2,52,56,19,0,1,2,3,1,0,0,1,66.9,10,66.3,98.4,66.2,38.7,51628.75,34539.63,532017.86,0.64,19,7.6,87.6,87.7,0.0,1,8,1
649.71,1971,3,172,31,51,0,3,1,6,1,1,1,0,77.6,29,78.7,67.5,60.5,20.9,20037.45,15549.06,304613.25,0.62,6,4.9,76.5,61.6,0.0,1,8,6
314.29,719,4,574,513,193,0,6,5,4,0,0,0,1,58.4,22,78.6,90.0,45.1,72.3,963.2,562.51,8140.37,0.38,9,4.6,47.1,44.0,59.4,0,14,11
1621.08,4877,2,986,170,34,1,9,3,8,1,1,9,3,69.3,9,32.2,64.4,27.6,5.9,62452.82,43279.8,662081.48,0.64,27,4.1,49.4,32.2,0.0,1,10,1
833.31,3041,0,819,586,289,0,5,4,7,1,1,14,1,10.2,8,14.9,40.2,30.2,6.5,3153.54,321.66,54801.09,0.78,28,2.2,26.9,41.7,0.0,1,6,1
914.4,839,3,923,164,356,0,2,1,2,0,1,6,1,55.2,34,14.7,39.4,28.2,31.8,27529.8,15196.45,167826.52,0.34,3,3.5,47.5,32.6,0.0,0,14,11
1644.36,1397,3,15,72,43,0,0,0,3,1,0,0,0,96.4,0,45.9,81.3,46.2,50.6,29194.73,28143.72,515033.21,0.51,18,4.8,80.5,68.1,0.0,1,4,9
1313.51,4267,2,1053,488,249,1,12,5,6,0,1,14,0,61.1,20,22.9,53.2,31.2,34.9,12133.82,7413.76,43247.69,0.3,4,3.1,41.8,38.0,0.0,1,7,2
1431.28,2610,0,229,295,363,0,5,4,7,1,1,9,2,99.5,0,42.7,16.2,41.7,13.7,29260.79,29114.49,370107.51,0.31,12,3.8,36.1,25.3,0.0,0,14,11
1603.24,3339,2,93,56,44,0,1,0,5,1,0,0,2,64.9,14,79.2,94.6,77.7,40.2,40791.28,26473.54,687295.67,0.57,27,5.0,67.6,73.9,0.0,1,10,0
651.53,563,1,335,421,338,0,3,5,5,1,0,0,6,16.2,33,45.2,38.3,39.7,28.4,8691.73,1408.06,133938.26,0.78,15,1.5,47.8,37.1,0.0,1,11,1
1490.24,2564,5,76,65,56,0,2,3,3,1,0,0,1,78.7,10,78.3,96.4,59.9,71.0,70440.77,55436.89,731226.42,0.47,4,7.0,67.8,89.6,79.4,1,14,5
76.7,226,3,467,227,348,0,2,3,4,1,0,0,8,33.7,21,42.3,17.7,30.7,13.7,3762.24,1267.87,55305.62,0.8,16,2.8,59.7,24.9,0.0,1,8,1
430.84,987,3,941,384,206,0,8,1,2,1,0,0,4,14.2,15,31.7,43.8,21.1,35.5,9458.48,1343.1,26796.76,0.72,30,1.9,40.5,61.8,0.0,1,3,1
1444.31,4458,0,1133,178,357,0,12,2,8,1,1,15,0,77.3,23,41.8,56.7,32.4,22.6,40834.53,31565.09,682922.8,0.46,15,3.8,35.2,34.1,0.0,1,10,3
105.55,241,4,136,87,30,0,3,1,3,1,0,0,0,91.4,0,75.3,76.3,77.2,77.7,4187.74,3827.59,45533.45,0.45,17,5.7,94.1,97.1,71.3,0,13,2
705.05,1132,2,35,18,59,0,5,0,2,1,0,0,1,79.3,2,61.5,76.9,47.2,46.7,10744.36,8520.28,184578.03,0.38,6,7.5,88.1,74.9,0.0,0,11,9
92.38,70,4,173,47,58,0,3,5,1,1,0,0,2,63.5,28,80.5,58.5,72.9,80.4,3825.14,2428.96,31651.56,0.56,18,4.8,85.3,79.7,65.1,1,11,10
1898.77,4251,1,703,663,348,0,2,5,6,0,1,7,8,41.5,10,4.4,36.1,50.1,31.7,89899.07,37308.11,763910.97,0.71,26,3.2,47.2,57.5,0.0,1,2,13
307.78,674,4,63,13,9,0,1,1,4,0,0,0,0,77.9,7,40.3,82.1,55.2,64.4,14300.88,11140.39,182760.01,0.42,4,6.2,97.0,84.0,33.6,1,2,11
1731.83,5000,2,89,3,59,0,5,1,7,0,0,0,2,59.4,5,81.2,59.3,57.7,53.9,84009.78,49901.81,936408.04,0.45,17,5.3,91.2,64.2,0.0,1,6,2
382.62,919,3,266,632,172,0,8,2,3,1,0,0,2,58.8,33,38.9,33.9,46.6,7.0,2686.52,1579.67,40668.52,0.49,20,3.8,53.9,57.0,0.0,1,4,10
201.09,801,2,426,534,323,1,9,3,1,0,0,0,8,12.8,28,40.8,64.4,17.7,38.5,7772.92,994.93,109620.11,0.74,8,3.5,59.1,69.2,0.0,0,7,4
872.05,777,3,569,390,166,0,5,1,7,1,0,0,6,27.3,4,34.4,33.2,10.8,13.2,21897.31,5977.97,187073.03,0.75,12,2.5,33.3,37.0,0.0,1,9,13
1258.76,4441,4,38,70,0,0,8,0,4,0,0,0,0,97.3,0,54.6,75.7,65.1,67.7,53767.14,52315.43,500030.16,0.74,28,5.6,69.4,72.7,83.4,0,2,4
898.6,2884,3,42,49,40,0,5,1,4,0,1,13,1,79.0,10,87.4,88.3,77.6,63.2,9371.34,7403.36,18768.09,0.65,11,4.9,80.7,92.9,0.0,0,11,4
144.83,233,2,92,13,9,0,2,3,1,1,0,0,0,68.4,23,91.4,89.6,71.3,29.0,424.38,290.28,1205.72,0.32,6,7.4,79.4,92.9,0.0,0,2,2
462.05,1348,2,114,4,55,0,6,2,0,1,0,0,0,69.6,12,46.4,57.5,83.7,48.2,7312.51,5089.51,30727.87,0.5,8,5.3,96.4,64.4,0.0,1,4,12
1494.24,5000,2,710,367,83,1,5,3,5,1,1,6,1,36.1,30,26.0,58.2,39.7,39.2,46393.95,16748.22,220547.18,0.5,23,2.8,26.6,53.8,0.0,1,3,6
639.76,1880,2,86,11,48,0,1,3,2,0,0,0,1,61.3,6,66.4,98.0,61.1,29.6,19925.56,12214.37,59286.52,0.45,2,7.1,55.5,65.2,0.0,1,2,11
1179.25,2174,3,455,425,97,0,9,5,4,0,1,8,2,68.6,24,28.1,19.3,53.1,16.5,12006.43,8236.41,90642.06,0.54,21,2.6,50.0,34.9,0.0,1,6,7
754.01,1999,3,1084,657,263,0,6,4,3,0,1,15,6,46.6,7,31.7,22.8,14.2,35.2,31648.6,14748.25,225724.46,0.75,18,2.9,47.2,65.7,0.0,1,4,1
1370.41,4178,4,100,76,29,0,5,3,0,0,0,0,2,66.0,15,69.5,92.9,85.7,80.1,60663.95,40038.21,394714.91,0.47,4,5.9,85.3,71.0,35.2,0,13,7
1562.64,5000,3,29,47,3,0,5,3,0,1,0,0,1,77.3,18,73.4,97.5,62.9,57.0,37907.29,29302.34,548341.37,0.76,22,6.3,85.5,75.8,0.0,1,0,13
278.84,545,2,784,420,169,1,4,5,4,1,1,13,1,44.4,30,25.8,21.9,33.9,14.7,10275.16,4562.17,28171.07,0.3,10,3.1,37.8,61.9,0.0,1,10,11
1984.15,2350,4,133,38,22,0,6,0,3,0,0,0,2,93.2,0,98.1,78.6,61.4,81.6,80392.75,74926.04,680517.57,0.5,12,6.3,62.2,79.0,84.4,1,9,6
604.18,964,5,128,69,1,0,5,5,8,1,0,0,0,57.9,26,69.5,60.4,80.7,80.5,24427.25,14143.38,139314.1,0.63,27,5.2,59.7,85.5,69.6,1,11,8
1133.9,3992,2,71,59,9,0,4,3,0,0,0,0,0,90.6,0,86.4,85.6,62.7,54.1,2284.49,2069.75,12937.22,0.61,24,5.4,74.9,68.1,0.0,1,7,14
114.63,119,0,555,256,159,0,7,1,1,1,1,3,0,65.3,10,85.1,56.9,35.9,8.7,2696.85,1761.04,52457.12,0.39,6,4.3,29.8,46.3,0.0,1,5,2
1522.7,4078,5,128,26,16,0,2,5,8,1,0,0,1,80.6,0,75.4,91.0,85.6,71.2,14822.94,11947.29,166288.01,0.61,24,4.4,90.9,69.2,90.3,1,10,14
1111.58,1651,3,32,25,4,0,1,0,5,1,0,0,2,84.5,0,68.1,80.1,49.4,23.7,29332.75,24786.17,521235.36,0.37,15,5.2,73.1,83.6,0.0,1,0,2
698.83,2168,2,132,60,26,0,8,0,0,1,0,0,1,86.2,0,46.7,61.7,46.6,69.8,16714.52,14407.92,35109.0,0.36,4,5.2,73.4,71.9,0.0,0,1,5
1556.91,2050,2,620,492,81,1,7,5,6,0,0,0,7,43.8,35,23.6,24.7,39.3,35.6,41681.69,18256.58,449722.81,0.44,2,3.1,27.6,53.1,0.0,1,4,7
1429.87,2073,1,117,680,221,0,6,1,7,1,1,11,2,55.7,25,12.6,21.9,12.5,18.9,16106.24,8971.18,192713.97,0.77,27,3.8,52.4,56.6,0.0,1,1,4
1310.53,3077,3,161,58,36,0,6,1,4,1,0,0,2,97.4,0,96.7,58.8,95.1,37.6,54660.1,53238.94,155635.15,0.66,33,5.0,88.3,73.9,0.0,0,14,14
1714.58,1968,5,16,36,17,0,1,1,3,1,0,0,1,61.9,29,74.6,95.5,52.3,73.0,14409.85,8919.7,125748.41,0.46,12,7.2,77.4,97.2,71.3,0,5,3
481.81,514,5,134,41,51,0,6,0,3,1,0,0,1,52.2,32,77.4,93.0,72.8,58.1,14180.38,7402.16,169635.58,0.48,8,7.2,89.1,93.4,97.0,1,14,9
764.26,2469,5,122,79,51,0,6,2,1,1,1,12,1,89.1,0,87.0,94.0,79.1,59.0,19389.86,17276.37,121504.92,0.39,17,5.0,63.2,68.2,43.0,1,2,9
1350.31,4113,0,236,490,110,0,7,3,2,0,0,0,1,48.2,20,9.2,58.2,49.0,36.8,16076.45,7748.85,227249.55,0.55,11,1.7,30.7,31.4,0.0,0,3,0
1987.35,3993,2,754,387,207,1,6,4,4,0,1,13,7,51.9,15,14.2,60.5,49.4,21.4,69227.45,35929.05,999352.9,0.79,7,2.0,59.3,61.8,0.0,1,1,1
812.12,1803,3,31,36,28,0,6,4,4,0,1,9,0,95.6,0,98.3,62.7,80.8,50.7,8542.65,8166.77,161232.32,0.61,13,5.7,68.1,69.4,0.0,1,3,13
1797.41,3932,3,92,87,53,0,5,2,4,1,0,0,2,84.7,0,48.9,86.7,59.6,27.2,55756.19,47225.49,226813.95,0.3,3,5.1,61.9,81.5,0.0,1,6,2
991.1,2287,5,106,63,22,0,6,2,5,1,0,0,0,69.3,3,94.1,98.8,83.7,59.9,38253.6,26509.74,143052.01,0.65,24,6.4,63.1,77.7,94.3,1,6,10
88.27,49,4,124,48,5,0,5,1,2,1,1,5,1,97.5,0,44.8,78.9,49.0,97.7,1495.03,1457.65,7852.76,0.46,8,6.0,92.2,61.8,68.5,0,10,12
1420.13,4981,3,106,4,49,0,1,3,4,0,0,0,0,93.4,0,80.3,65.9,85.3,42.4,64198.15,59961.07,426787.05,0.39,6,8.0,62.3,87.6,0.0,0,0,11
438.36,714,3,114,25,33,0,3,3,3,0,0,0,1,93.7,0,44.6,75.3,98.9,69.2,16847.66,15786.26,301007.37,0.42,20,5.9,77.8,98.2,0.0,1,4,7
1519.51,3795,1,623,636,73,0,12,4,2,1,1,1,8,14.2,19,31.4,53.3,27.6,24.0,54242.68,7702.46,598798.91,0.52,22,3.2,38.5,22.5,0.0,1,8,3
1232.21,3053,2,18,4,33,0,2,2,1,1,0,0,0,99.6,0,99.1,76.0,87.2,69.9,10752.22,10709.21,26911.18,0.56,11,6.7,90.1,74.0,0.0,1,11,14
300.7,402,2,53,22,16,0,4,2,0,1,0,0,2,89.6,0,58.3,94.9,56.9,35.4,8388.96,7516.51,90491.99,0.31,6,6.6,73.4,79.7,0.0,0,9,2
71.93,101,3,174,41,32,0,7,0,3,1,0,0,1,99.0,0,45.9,87.9,52.2,34.1,1487.76,1472.88,8654.18,0.74,5,5.8,88.0,68.6,0.0,0,14,4
740.08,644,5,67,52,48,0,3,1,2,1,0,0,0,52.5,3,79.1,75.9,82.6,66.4,36587.35,19208.36,703072.1,0.47,18,6.8,80.3,88.3,75.1,0,12,7
1282.88,2683,2,988,98,143,1,8,2,3,0,1,1,0,93.9,0,76.5,75.0,49.0,11.3,48365.12,45414.85,106372.83,0.71,12,4.3,55.2,36.6,0.0,1,9,4
471.51,357,0,801,301,172,0,4,3,4,1,0,0,1,73.8,34,43.1,24.8,16.6,20.1,15030.59,11092.58,230036.35,0.35,8,2.9,37.8,60.6,0.0,1,2,9
701.11,610,3,141,58,57,0,3,0,4,0,0,0,0,89.4,0,54.7,75.6,66.0,77.4,31911.91,28529.25,254266.05,0.62,17,6.9,90.7,87.1,0.0,0,10,6
1996.64,2679,5,117,67,29,0,9,2,5,1,1,1,1,76.4,26,50.0,77.3,47.1,53.2,87745.58,67037.62,624181.64,0.43,6,4.3,60.5,64.7,91.6,0,12,9
1951.85,4494,3,69,71,22,0,5,2,0,0,0,0,0,89.5,0,63.5,82.5,84.3,54.0,24650.04,22061.79,299472.97,0.58,8,7.0,80.1,84.5,0.0,1,4,0
250.7,892,0,666,344,230,0,7,4,5,1,0,0,2,57.4,4,55.9,16.2,23.1,6.8,1832.47,1051.84,17628.54,0.74,33,3.1,15.5,21.3,0.0,1,0,13
1553.05,2419,3,14,32,13,0,7,1,5,1,0,0,1,62.9,5,88.3,82.0,94.3,52.1,41476.49,26088.71,114745.56,0.46,2,6.7,66.4,99.9,0.0,1,8,0
1844.23,3707,0,897,372,83,0,7,1,3,0,1,12,1,14.8,5,32.4,34.8,31.0,14.4,66382.6,9824.62,676846.83,0.52,20,3.2,36.6,68.5,0.0,1,10,0
231.09,707,2,676,581,353,1,8,2,4,0,1,8,1,72.1,36,18.9,45.1,31.0,30.8,3874.88,2793.79,11038.6,0.66,31,2.3,33.9,41.3,0.0,1,0,4
1114.28,3966,4,127,4,2,0,8,3,3,1,0,0,2,93.2,0,68.5,72.9,90.5,81.1,54724.59,51003.32,337153.17,0.34,14,4.6,55.2,63.3,41.5,1,2,5
47.95,110,5,166,1,8,0,5,0,2,1,0,0,0,54.9,36,50.9,70.9,84.2,59.0,632.82,347.42,8216.55,0.49,9,6.5,74.0,76.1,93.4,0,11,12
1039.97,2640,4,161,56,3,0,6,2,2,1,1,13,1,65.7,30,60.4,92.3,74.3,83.1,48932.02,32148.34,176374.27,0.52,18,5.6,66.0,85.7,80.7,1,4,12
435.71,398,4,11,17,10,0,4,5,6,1,0,0,0,66.6,29,83.9,74.8,88.2,53.4,17715.89,11798.78,47752.3,0.77,10,4.1,65.4,80.4,69.4,1,1,1
1884.1,5000,0,424,544,173,0,12,5,5,0,1,4,2,88.9,0,42.4,43.7,39.8,2.2,69494.46,61780.57,1042490.66,0.76,3,2.9,46.7,47.3,0.0,1,9,4
1130.65,2058,2,165,53,48,0,2,1,3,0,0,0,2,53.7,23,76.6,86.5,76.4,71.3,21529.55,11561.37,48320.58,0.36,8,7.0,97.8,86.9,0.0,1,8,9
1656.64,5000,2,63,24,56,0,6,4,6,1,0,0,0,97.6,0,47.7,72.1,90.9,35.6,48453.56,47290.67,115639.73,0.54,18,5.2,91.4,84.4,0.0,0,7,8
1740.06,5000,2,57,71,42,0,4,3,0,1,0,0,2,54.6,8,86.2,90.5,94.0,27.4,34950.69,19083.08,690868.53,0.42,14,6.8,61.5,77.9,0.0,1,2,12
1145.18,870,4,146,42,31,0,1,2,4,1,1,10,0,98.7,0,62.0,76.2,61.1,54.5,45014.79,44429.6,563110.6,0.38,13,6.5,67.0,76.8,78.9,1,11,9
311.08,524,2,84,88,3,0,4,0,3,0,0,0,2,75.5,28,74.3,87.9,77.2,79.5,3845.49,2903.34,9073.09,0.36,10,5.6,58.6,73.8,0.0,0,3,9
1800.09,5000,4,508,170,131,0,10,2,6,1,1,10,2,55.1,20,76.7,80.7,49.3,96.7,68592.66,37794.56,821280.19,0.43,7,3.7,53.9,50.4,54.1,0,5,2
1559.4,1569,2,416,205,228,1,11,2,8,1,1,5,6,48.4,22,30.0,59.0,32.7,24.5,47491.63,22985.95,614386.88,0.78,24,2.1,31.3,47.0,0.0,1,14,13
18.33,48,3,69,77,21,0,1,1,1,0,0,0,1,88.7,0,42.5,70.1,91.2,45.4,376.97,334.37,6482.19,0.53,18,7.2,88.3,74.0,0.0,1,10,3
1157.69,2922,1,874,172,344,0,11,3,5,0,0,0,2,51.8,16,38.2,24.1,30.8,18.9,4497.71,2329.81,77143.84,0.56,21,1.8,45.6,59.7,0.0,1,4,10
418.53,1346,2,30,0,48,0,8,0,2,1,0,0,1,79.0,22,95.2,98.8,54.7,35.1,3079.59,2432.88,34209.6,0.65,4,5.7,90.0,66.3,0.0,1,2,6
469.18,1783,3,30,17,45,0,4,2,1,0,0,0,1,78.0,2,63.5,77.3,95.3,64.2,3404.29,2655.35,51732.35,0.58,24,6.8,67.8,89.9,0.0,1,10,4
238.96,435,0,154,163,360,0,11,2,7,0,1,9,7,38.0,35,47.1,61.7,52.9,16.9,621.18,236.05,7001.61,0.67,14,3.3,40.4,65.5,0.0,1,13,13
1213.05,1438,5,39,89,3,0,6,0,3,1,0,0,1,92.9,0,62.4,63.5,74.4,63.3,16343.89,15183.47,277232.26,0.56,24,6.7,69.4,96.5,65.0,1,11,10
1830.29,3118,2,1136,664,195,1,10,3,4,1,1,8,0,32.1,2,8.3,22.4,27.9,3.4,6286.97,2018.12,78055.74,0.53,12,2.3,20.1,61.7,0.0,1,2,12
556.95,395,3,167,65,382,0,8,4,2,1,1,9,6,47.5,4,14.2,54.3,42.9,26.5,15194.09,7217.19,205369.2,0.59,6,1.9,52.3,21.6,0.0,1,3,6
1113.98,2121,2,748,378,58,1,9,4,4,1,1,4,8,11.7,33,13.9,61.0,12.5,14.2,45211.49,5289.74,818654.48,0.69,18,3.0,10.8,69.8,0.0,0,2,1
1709.48,5000,3,594,509,119,0,5,2,4,0,1,5,1,78.1,33,40.6,47.7,21.2,13.4,70018.89,54684.75,1266129.37,0.4,9,2.8,22.5,60.6,0.0,1,3,2
696.51,2752,5,123,36,27,0,2,1,5,1,0,0,0,99.7,0,60.9,64.4,81.1,95.2,25995.99,25918.0,208842.45,0.43,6,6.8,57.0,68.8,93.0,0,0,2
605.25,1375,4,142,45,50,0,0,2,1,1,0,0,1,97.0,0,52.4,57.1,81.8,85.6,3095.77,3002.9,60026.79,0.38,8,4.5,74.6,70.5,59.7,1,1,7
84.45,185,2,315,563,129,1,10,2,2,0,0,0,2,65.4,23,42.7,60.4,52.4,28.7,314.19,205.48,5507.38,0.69,13,2.5,22.2,21.5,0.0,1,10,1
684.29,1167,5,141,63,20,0,3,2,0,1,0,0,2,63.5,27,81.2,95.1,94.0,77.3,10992.56,6980.28,157470.44,0.57,5,5.9,61.6,94.8,68.2,1,8,14
83.73,56,2,87,42,56,0,1,3,1,0,0,0,0,57.9,31,87.5,93.9,67.7,29.8,2949.07,1707.51,42964.73,0.42,12,6.3,58.9,73.1,0.0,0,5,3
1184.76,734,2,762,457,310,1,10,3,1,1,0,0,6,16.7,14,14.7,54.6,28.4,16.8,27444.64,4583.25,171169.41,0.52,16,1.8,42.3,46.5,0.0,0,5,9
1907.29,1042,2,12,13,60,0,3,2,3,1,0,0,2,51.4,9,77.0,58.7,81.5,42.0,40325.83,20727.48,463672.87,0.38,5,7.0,86.2,72.3,0.0,1,7,2
1595.25,4077,3,170,17,13,0,5,3,5,1,0,0,1,77.1,5,56.4,97.2,80.9,69.5,29144.18,22470.16,511835.2,0.33,7,6.6,63.3,62.8,0.0,0,6,11
761.35,2146,3,124,81,19,0,2,2,0,0,1,5,2,74.7,6,93.4,61.3,70.4,25.1,31395.31,23452.3,483748.16,0.41,16,5.5,91.1,96.1,0.0,1,14,9
372.94,864,3,1187,458,134,0,7,4,4,0,0,0,4,13.0,11,30.6,33.7,47.8,4.0,5827.8,757.61,90151.9,0.73,29,2.9,39.0,56.5,0.0,1,13,1
548.69,1266,2,17,84,31,0,5,2,1,1,0,0,2,63.5,19,45.4,81.4,80.7,63.6,16364.31,10391.34,54351.7,0.36,16,6.1,73.9,81.0,0.0,0,8,11
1456.36,1512,2,760,406,328,1,5,1,4,1,0,0,8,35.2,2,32.0,41.3,47.5,29.6,65620.13,23098.29,961408.81,0.51,11,1.7,39.4,65.3,0.0,1,12,3
1614.84,1563,0,873,105,167,0,5,2,2,1,1,12,6,48.8,1,50.9,61.0,28.0,7.2,60380.6,29465.73,943456.94,0.37,2,3.9,43.0,27.5,0.0,1,4,5
1370.65,4733,3,874,114,275,0,6,1,6,0,1,7,3,31.5,16,2.1,48.5,40.7,0.3,34631.71,10908.99,582603.05,0.7,4,1.8,45.4,38.4,0.0,0,3,4
724.14,380,0,760,705,197,0,2,2,8,0,1,6,7,30.0,15,15.6,37.7,43.2,27.9,21714.75,6514.43,156529.11,0.7,20,2.3,53.3,21.5,0.0,1,2,14
300.54,841,0,1142,531,224,0,11,5,1,0,0,0,4,25.5,19,49.3,24.9,20.1,19.3,1296.55,330.62,11440.5,0.57,7,3.7,30.0,63.5,0.0,1,9,6
601.39,1724,4,68,28,48,0,5,0,2,1,1,9,1,87.4,0,80.0,68.0,90.2,60.6,24748.9,21630.54,244085.68,0.39,15,5.3,77.3,82.8,63.9,1,6,12
1172.47,926,3,93,47,54,0,6,1,1,1,0,0,1,85.4,0,95.6,73.3,47.7,48.4,20326.16,17358.54,196913.47,0.38,9,6.1,84.1,73.2,0.0,0,12,11
683.05,763,3,92,47,2,0,0,1,0,0,0,0,0,83.5,0,82.3,77.2,85.1,69.4,22748.68,18995.15,288859.61,0.68,34,5.2,77.0,87.8,0.0,1,1,1
592.66,2140,0,707,467,386,0,6,3,1,1,1,12,1,65.6,34,40.1,36.0,19.1,28.0,21940.43,14392.92,237643.82,0.66,31,3.6,46.7,46.1,0.0,1,2,6
1576.34,5000,4,67,53,3,0,5,3,2,0,0,0,2,51.0,4,50.7,63.1,50.6,63.3,44359.48,22623.33,388378.23,0.52,22,6.2,99.0,80.5,44.5,0,8,8
783.71,2540,3,88,0,9,0,5,0,2,0,1,15,1,97.0,0,58.7,91.5,86.6,22.6,22287.44,21618.82,257564.04,0.65,17,5.0,95.4,62.0,0.0,1,14,8
566.95,996,3,828,63,386,0,7,2,2,1,1,4,2,57.9,26,35.0,51.9,42.9,6.0,18391.47,10648.66,48401.32,0.51,21,3.7,33.7,30.0,0.0,1,4,5
787.46,2993,3,151,23,29,0,6,1,0,1,0,0,0,90.2,0,69.6,70.9,68.6,27.6,5026.01,4533.46,20091.73,0.4,9,7.0,84.3,95.8,0.0,0,14,11
157.49,290,2,724,303,304,1,2,4,1,1,0,0,3,18.6,2,2.2,34.9,48.9,3.1,5677.08,1055.94,23862.32,0.69,26,2.4,55.0,27.2,0.0,1,0,1
1200.58,2218,4,40,22,1,0,7,3,1,1,1,15,2,55.8,19,71.6,66.0,65.1,63.4,3938.49,2197.68,46004.26,0.63,19,5.6,88.4,67.3,74.7,0,0,10
896.43,2347,2,134,40,16,0,2,2,4,1,0,0,1,86.1,0,67.9,65.3,62.2,46.3,43198.81,37194.18,484491.03,0.64,19,6.3,75.4,93.7,0.0,1,4,8
1094.13,3179,4,27,34,16,0,6,5,5,0,0,0,1,58.3,34,54.5,67.4,81.7,73.0,33366.84,19452.87,376900.03,0.65,8,4.6,64.1,61.1,45.9,0,11,6
1276.29,5000,4,114,45,0,0,7,3,2,1,0,0,2,50.3,26,64.8,70.4,51.6,95.2,14651.44,7369.67,280114.96,0.4,19,7.2,95.0,68.2,99.8,1,5,11
